outcome,event_share,consequence_share,gini,n_numeric,total_reported
Injuries,0.8024691358024691,0.1935007385524372,0.7662861449994225,162,2031.0
Injuries,0.808641975308642,0.2033481043820778,0.7662861449994225,162,2031.0
Injuries,0.8148148148148148,0.21319547021171836,0.7662861449994225,162,2031.0
Injuries,0.8209876543209876,0.224027572624323,0.7662861449994225,162,2031.0
Injuries,0.8271604938271605,0.23535204332840964,0.7662861449994225,162,2031.0
Injuries,0.8333333333333334,0.24766125061546038,0.7662861449994225,162,2031.0
Injuries,0.8395061728395061,0.25997045790251105,0.7662861449994225,162,2031.0
Injuries,0.845679012345679,0.27326440177252587,0.7662861449994225,162,2031.0
Injuries,0.8518518518518519,0.29098966026587886,0.7662861449994225,162,2031.0
Injuries,0.8580246913580247,0.3087149187592319,0.7662861449994225,162,2031.0
Injuries,0.8641975308641975,0.327424913835549,0.7662861449994225,162,2031.0
Injuries,0.8703703703703703,0.3461349089118661,0.7662861449994225,162,2031.0
Injuries,0.8765432098765432,0.36533727227966517,0.7662861449994225,162,2031.0
Injuries,0.8827160493827161,0.3850320039389463,0.7662861449994225,162,2031.0
Injuries,0.8888888888888888,0.40472673559822747,0.7662861449994225,162,2031.0
Injuries,0.8950617283950617,0.4244214672575086,0.7662861449994225,162,2031.0
Injuries,0.9012345679012346,0.4441161989167898,0.7662861449994225,162,2031.0
Injuries,0.9074074074074074,0.46430329886755295,0.7662861449994225,162,2031.0
Injuries,0.9135802469135802,0.4859675036927622,0.7662861449994225,162,2031.0
Injuries,0.9197530864197531,0.5076317085179715,0.7662861449994225,162,2031.0
Injuries,0.9259259259259259,0.5292959133431807,0.7662861449994225,162,2031.0
Injuries,0.9320987654320988,0.551944854751354,0.7662861449994225,162,2031.0
Injuries,0.9382716049382716,0.5750861644510094,0.7662861449994225,162,2031.0
Injuries,0.9444444444444444,0.6031511570654849,0.7662861449994225,162,2031.0
Injuries,0.9506172839506173,0.6331856228458888,0.7662861449994225,162,2031.0
Injuries,0.9567901234567902,0.6642048252092565,0.7662861449994225,162,2031.0
Injuries,0.9629629629629629,0.6986706056129985,0.7662861449994225,162,2031.0
Injuries,0.9691358024691358,0.7336287543082225,0.7662861449994225,162,2031.0
Injuries,0.9753086419753086,0.7725258493353028,0.7662861449994225,162,2031.0
