event_id,stratum_id,date,case,case_label,tmax_anomaly_c,heatwave_indicator
HRF-0062,HRF-0062,2014-07-04,0.0,Matched control day,-0.8614532470703118,0.0
HRF-0062,HRF-0062,2014-07-11,0.0,Matched control day,-1.7638427734374993,0.0
HRF-0062,HRF-0062,2014-07-25,0.0,Matched control day,-1.0069763183593743,0.0
HRF-0063,HRF-0063,2014-09-21,1.0,Event day,-13.338046264648437,0.0
HRF-0063,HRF-0063,2014-09-07,0.0,Matched control day,-4.320147705078124,0.0
HRF-0063,HRF-0063,2014-09-14,0.0,Matched control day,-6.165972900390624,0.0
HRF-0063,HRF-0063,2014-09-28,0.0,Matched control day,-14.990420532226562,0.0
HRF-0064,HRF-0064,2014-11-25,1.0,Event day,-9.294932556152345,0.0
HRF-0064,HRF-0064,2014-11-04,0.0,Matched control day,-1.2411758422851555,0.0
HRF-0064,HRF-0064,2014-11-11,0.0,Matched control day,-11.352305603027345,0.0
HRF-0064,HRF-0064,2014-11-18,0.0,Matched control day,-11.144450378417968,0.0
HRF-0065,HRF-0065,2014-12-28,1.0,Event day,-15.729019165039062,0.0
HRF-0065,HRF-0065,2014-12-07,0.0,Matched control day,-7.1492767333984375,0.0
HRF-0065,HRF-0065,2014-12-14,0.0,Matched control day,-0.420623779296875,0.0
HRF-0065,HRF-0065,2014-12-21,0.0,Matched control day,-8.899810791015625,0.0
HRF-0066,HRF-0066,2015-02-21,1.0,Event day,0.7929504394531257,1.0
HRF-0066,HRF-0066,2015-02-07,0.0,Matched control day,-5.616320800781249,0.0
HRF-0066,HRF-0066,2015-02-14,0.0,Matched control day,1.9083374023437507,1.0
HRF-0066,HRF-0066,2015-02-28,0.0,Matched control day,-7.118594360351562,0.0
HRF-0067,HRF-0067,2015-03-10,1.0,Event day,-1.6046188354492197,0.0
HRF-0067,HRF-0067,2015-03-03,0.0,Matched control day,-1.810414123535157,0.0
HRF-0067,HRF-0067,2015-03-17,0.0,Matched control day,0.219676208496093,0.0
HRF-0067,HRF-0067,2015-03-24,0.0,Matched control day,-1.7796371459960945,0.0
HRF-0067,HRF-0067,2015-03-31,0.0,Matched control day,0.021678161621093,0.0
HRF-0068,HRF-0068,2015-03-17,1.0,Event day,-0.0667053222656264,0.0
HRF-0068,HRF-0068,2015-03-03,0.0,Matched control day,-6.441079711914064,0.0
HRF-0068,HRF-0068,2015-03-10,0.0,Matched control day,-5.126931762695314,0.0
HRF-0068,HRF-0068,2015-03-24,0.0,Matched control day,-7.586785888671876,0.0
HRF-0068,HRF-0068,2015-03-31,0.0,Matched control day,-4.163644409179689,0.0
HRF-0070,HRF-0070,2015-05-19,1.0,Event day,-1.5754974365234382,0.0
HRF-0070,HRF-0070,2015-05-05,0.0,Matched control day,-8.199734497070313,0.0
HRF-0070,HRF-0070,2015-05-12,0.0,Matched control day,-6.886395263671876,0.0
HRF-0070,HRF-0070,2015-05-26,0.0,Matched control day,0.7353393554687493,0.0
HRF-0069,HRF-0069,2015-04-15,1.0,Event day,-0.8738479614257812,0.0
HRF-0069,HRF-0069,2015-04-01,0.0,Matched control day,-3.3228836059570312,0.0
HRF-0069,HRF-0069,2015-04-08,0.0,Matched control day,-1.1302108764648438,0.0
HRF-0069,HRF-0069,2015-04-22,0.0,Matched control day,0.0376205444335937,0.0
HRF-0069,HRF-0069,2015-04-29,0.0,Matched control day,-1.4426651000976562,0.0
HRF-0072,HRF-0072,2015-10-01,1.0,Event day,-0.6098236083984361,0.0
HRF-0072,HRF-0072,2015-10-08,0.0,Matched control day,1.3390441894531264,1.0
HRF-0072,HRF-0072,2015-10-15,0.0,Matched control day,-1.809469604492186,0.0
HRF-0072,HRF-0072,2015-10-22,0.0,Matched control day,-1.0822204589843736,0.0
HRF-0072,HRF-0072,2015-10-29,0.0,Matched control day,-3.266531372070311,0.0
HRF-0071,HRF-0071,2015-07-25,1.0,Event day,-4.811875915527345,0.0
HRF-0071,HRF-0071,2015-07-04,0.0,Matched control day,-1.684297180175783,0.0
HRF-0071,HRF-0071,2015-07-11,0.0,Matched control day,-7.69062957763672,0.0
HRF-0071,HRF-0071,2015-07-18,0.0,Matched control day,-3.96156463623047,0.0
HRF-0074,HRF-0074,2015-12-08,1.0,Event day,-0.1591110229492187,0.0
HRF-0074,HRF-0074,2015-12-01,0.0,Matched control day,-0.9291915893554688,0.0
HRF-0074,HRF-0074,2015-12-15,0.0,Matched control day,0.2034530639648437,0.0
HRF-0074,HRF-0074,2015-12-22,0.0,Matched control day,0.4606246948242187,1.0
HRF-0074,HRF-0074,2015-12-29,0.0,Matched control day,-0.7620468139648438,0.0
HRF-0073,HRF-0073,2015-11-21,1.0,Event day,-10.38361358642578,0.0
HRF-0073,HRF-0073,2015-11-07,0.0,Matched control day,-4.272544860839844,0.0
HRF-0073,HRF-0073,2015-11-14,0.0,Matched control day,-2.7595748901367188,0.0
HRF-0073,HRF-0073,2015-11-28,0.0,Matched control day,-11.300697326660156,0.0
HRF-0076,HRF-0076,2016-01-12,1.0,Event day,-4.428762817382813,0.0
HRF-0076,HRF-0076,2016-01-05,0.0,Matched control day,-2.394583129882813,0.0
HRF-0076,HRF-0076,2016-01-19,0.0,Matched control day,-10.395681762695313,0.0
HRF-0076,HRF-0076,2016-01-26,0.0,Matched control day,-0.938314819335938,0.0
HRF-0075,HRF-0075,2015-12-31,1.0,Event day,-2.0784957885742195,0.0
HRF-0075,HRF-0075,2015-12-03,0.0,Matched control day,-1.071705627441407,0.0
HRF-0075,HRF-0075,2015-12-10,0.0,Matched control day,-4.14392547607422,0.0
HRF-0075,HRF-0075,2015-12-17,0.0,Matched control day,-4.662205505371095,0.0
HRF-0075,HRF-0075,2015-12-24,0.0,Matched control day,-0.901783752441407,0.0
HRF-0077,HRF-0077,2016-01-13,1.0,Event day,-4.265744018554688,0.0
HRF-0077,HRF-0077,2016-01-06,0.0,Matched control day,-2.4654357910156257,0.0
HRF-0077,HRF-0077,2016-01-20,0.0,Matched control day,-9.693768310546876,0.0
HRF-0077,HRF-0077,2016-01-27,0.0,Matched control day,-0.0002410888671882,0.0
HRF-0079,HRF-0079,2016-05-03,1.0,Event day,-6.312852478027345,0.0
HRF-0079,HRF-0079,2016-05-10,0.0,Matched control day,-9.399644470214843,0.0
HRF-0079,HRF-0079,2016-05-17,0.0,Matched control day,-6.369554138183595,0.0
HRF-0079,HRF-0079,2016-05-24,0.0,Matched control day,-4.778382873535158,0.0
HRF-0079,HRF-0079,2016-05-31,0.0,Matched control day,-2.9194656372070327,0.0
HRF-0078,HRF-0078,2016-03-28,1.0,Event day,1.406332397460936,0.0
HRF-0078,HRF-0078,2016-03-07,0.0,Matched control day,-3.835549926757814,0.0
HRF-0078,HRF-0078,2016-03-14,0.0,Matched control day,-5.335885620117189,0.0
HRF-0078,HRF-0078,2016-03-21,0.0,Matched control day,-2.8253112792968764,0.0
HRF-0080,HRF-0080,2016-06-01,1.0,Event day,-7.433189392089844,0.0
